Reading,ReadingFurigana,ReadingKana,Occurences,ReadingFrequency,PitchPositions,Definitions
追跡,追[つい]跡[せき],ついせき,85,5489,0,"chase,pursuit,tracking,stalking,following up,tracing"
決定的,決[けっ]定[てい]的[てき],けっていてき,85,4559,0,"definite,final,decisive,conclusive"
第２,第[だい]２[に],だいに,85,2582,"1,0",second
と思ったら,と思[おも]ったら,とおもったら,85,1679,,"no sooner than,as soon as,immediately after,at the thought of,when I think about"
包帯,包[ほう]帯[たい],ほうたい,85,7534,0,"bandage,dressing"
巽,巽[そん],そん,84,43167,0,"xun (one of the trigrams of the I Ching: wind, southeast)"
捜し,捜し,し,84,6756,0,"looking for something,searching for something,object being sought"
ダー,ダー,ダー,84,1368,1,darling
警備員,警[けい]備[び]員[いん],けいびいん,84,7438,,"guard,security guard,security officer"
車両,車[しゃ]両[りょう],しゃりょう,84,7454,0,"rolling stock,railroad cars,wheeled vehicles"
プロデューサー,プロデューサー,プロデューサー,83,11293,3,"producer (film, TV, etc.)"
たどり着く,たどり着[つ]く,たどりつく,83,3459,"4,2","to (finally) arrive at,to reach (at last),to (manage to) get to,to find one's way to"
かよ,かよ,かよ,83,2325,,"sentence-ending particle expressing a rhetorical question,sentence-ending particle expressing doubt"
あっそ,あっそ,あっそ,83,4237,,"oh, OK,oh, I see,oh, yeah?,hmm"
形跡,形[けい]跡[せき],けいせき,83,6651,0,"traces,evidence"
相談役,相[そう]談[だん]役[やく],そうだんやく,83,27956,"0,3","counselor,counsellor,adviser,advisor"
インク,インク,インク,83,12256,"0,1",ink
てっきり,てっきり,てっきり,83,2618,3,"surely,certainly,without doubt"
偽物,偽[にせ]物[もの],にせもの,83,4477,0,"spurious article,forgery,counterfeit,imitation,sham"
山崎,山崎,,83,17713,0,"Yamasa,Yamasaki,Yamasagi,Yamaza,Yamazaki,Yamanosaki"
ベルモット,ベルモット,ベルモット,83,83907,3,vermouth
持ち去る,持[も]ち去[さ]る,もちさる,82,12330,"3,0","to take away,to carry away"
ネズミ,ネズミ,ネズミ,82,4981,0,"mouse,rat,dark gray,slate gray"
む,む,む,82,2178,1,"unh,oof,wow,whoa,yes,yeah,uh-huh"
デタラメ,デタラメ,デタラメ,82,9892,0,"nonsense,irresponsible remark,codswallop,hogwash,rubbish,random,haphazard,unsystematic"
成立,成[せい]立[りつ],せいりつ,82,3248,0,"formation,establishment,materialization,coming into existence,conclusion (e.g. of a deal),reaching (e.g. an agreement),approval,completion,closing,enacting,arrangement,being valid (of a theory, argument, etc.),holding,applying"
タイヤ,タイヤ,タイヤ,82,10007,0,"tire,tyre"
室内,室[しつ]内[ない],しつない,82,5565,2,"indoor,inside the room"
えーっと,えーっと,えーっと,82,3658,"0,3","let me see,well,errr ...,uhh ..."
目当て,目[め]当[あ]て,めあて,82,3919,1,"mark,guide,landmark,purpose,aim,goal,intention,end,sight (on a firearm)"
ほら,ほら,ほら,82,2546,"2,1","hollow,cavity,hole,cave"
今から,今[いま]から,いまから,82,1075,,"from now,from this moment,henceforth"
かぶせる,かぶせる,かぶせる,82,8674,3,"to cover (with something),to put on (e.g. someone's head),to pour liquid (on something),to dash liquid (over something),to plate (something) with metal,to cover (with a dental crown),to add (e.g. music to a video),to include (into something),to speak (over someone else),to put the blame (on someone),to place the responsibility (on someone)"
っつう,っつう,っつう,82,4506,,"meaning,called,said"
その間,その間[あいだ],そのあいだ,82,2091,"3,2","in the meanwhile,during the time"
売れる,売[う]れる,うれる,81,2168,0,"to sell (well),to be well known,to be popular,to be famous"
のせいで,のせいで,のせいで,81,1758,,"because of,owing to,due to"
知り合う,知[し]り合[あ]う,しりあう,81,2678,3,"to get to know each other,to make acquaintance"
広田,広田,,81,57926,1,"Hiroda,Hirota"
あいや,あいや,あいや,81,5128,,"hey!,excuse me!,wait a moment"
オルゴール,オルゴール,オルゴール,81,27230,3,"music box,musical box"
詰める,詰[つ]める,つめる,81,2793,2,"to stuff into,to jam,to cram,to pack,to fill,to plug,to stop up,to shorten,to move closer together,to reduce (spending),to conserve,to focus intently on,to strain oneself to do,to go through thoroughly,to work out (details),to bring to a conclusion,to wind up,to be on duty,to be stationed,to corner (esp. an opponent's king in shogi),to trap,to checkmate,to cut off (one's finger as an act of apology),to catch (one's finger in a door, etc.),to do non-stop,to do continuously,to keep doing (without a break),to do completely,to do thoroughly,to force someone into a difficult situation by ..."
グループ,グループ,グループ,81,2687,2,group (usu. of people)
ゆ,ゆ,ゆ,81,3238,2,"bow (weapon),archery,bow (for a violin, etc.)"
血まみれ,血[ち]まみれ,ちまみれ,81,10770,"0,2","bloodstained,bloody,covered with blood"
ってよ,ってよ,ってよ,81,2856,,"please ...,would you ...,expresses a firm view or feeling"
じゅうたん,じゅうたん,じゅうたん,81,32579,1,"carpet,rug,runner"
ドイル,ドイル,ドイル,81,77090,,Doyle
共犯者,共[きょう]犯[はん]者[しゃ],きょうはんしゃ,81,11561,3,"accomplice,henchman"
次郎,次[じ]郎[ろう],じろう,81,16653,1,second son
ついでに,ついでに,ついでに,80,1735,"4,0","while (one is at it),when,on the occasion of,at the same time (as),on one's way (to),by the way,incidentally,in passing"
イテッ,イテッ,イテッ,80,4826,,ouch
気をつけて,気[き]をつけて,きをつけて,80,1810,,"take care,be careful"
ファックス,ファックス,ファックス,80,27337,1,"fax,facsimile,fax machine"
うろつく,うろつく,うろつく,80,5640,0,"to loiter,to hang around,to wander around,to prowl,to roam"
プロ,プロ,プロ,80,2071,1,"professional,pro,program,production,proletarian,proletariat,propaganda"
美和子,美和子,,80,57226,1,"Minako,Mikuko,Miwako"
キール,キール,キール,80,46452,1,keel
和香,和香,,80,98308,,"Kazuka,Kazuko"
土曜,土[ど]曜[よう],どよう,80,7822,"2,0",Saturday
ついさっき,ついさっき,ついさっき,79,5410,,"just now,a little while back,a short time ago"
暴く,暴[あば]く,あばく,79,4591,2,"to disclose,to divulge,to expose,to open (a grave),to dig out"
トランク,トランク,トランク,79,14915,2,"suitcase,trunk,(trunk) line,trunk (of a car),boot"
後藤,後藤,,79,19484,0,Gotoo
ふん,ふん,ふん,79,1402,"1,0","hmm,well ...,humph,huh,pshaw,pish,roughly,harshly,violently"
お兄ちゃん,お兄[にい]ちゃん,おにいちゃん,79,1623,,"(one's) older brother,lad,sonny"
２回,２[に]回[かい],にかい,79,2974,,twice
名人,名[めい]人[じん],めいじん,79,11932,3,"master,expert,Meijin (professional title)"
萩,萩[はぎ],はぎ,79,38642,"1,0,2","bush clover,Japanese clover (any flowering plant of genus Lespedeza),dark red exterior with blue interior (color combination worn in autumn),Hagi (city in Yamaguchi)"
難事件,難[なん]事[じ]件[けん],なんじけん,79,33951,3,difficult case
たし,たし,たし,79,4497,0,"supplement,top up,complement,making up (a deficiency)"
列車,列[れっ]車[しゃ],れっしゃ,79,8502,"0,1","train,railway train"
じゃあね,じゃあね,じゃあね,79,1637,,"see you,bye,ciao"
追い詰める,追[お]い詰[つ]める,おいつめる,79,2493,4,"to corner,to drive to the wall,to run down,to track down,to chase after"
ばかばかしい,ばかばかしい,ばかばかしい,79,4934,5,"absurd,ridiculous,silly,ludicrous,nonsensical,asinine,foolish"
脅迫,脅[きょう]迫[はく],きょうはく,79,5643,0,"threat,menace,coercion,blackmail"
代わりに,代[か]わりに,かわりに,79,1819,0,"instead of,in place of,as a substitute for,in exchange for,in return for,to make up for"
柵,柵[さく],さく,79,9424,0,"fence,paling,railing,fortress"
クギ,クギ,クギ,79,33250,0,"nail,spike,tack,rivet,brad,(pachinko) pin"
ジョン,ジョン,ジョン,79,14113,1,"jeon (fried dish of meat, vegetables, etc. coated in flour and egg)"
ルーム,ルーム,ルーム,79,5738,1,room
前もって,前[まえ]もって,まえもって,79,10459,"3,0","in advance,beforehand,previously,ahead of time"
キー,キー,キー,78,4126,1,"key (for a lock),key (of a piano, organ, computer keyboard, etc.),key,key (to solving something),clue,key (person, point, etc.),most important"
４日,４[よっ]日[か],よっか,78,5661,0,"4th day of the month,four days"
台座,台[だい]座[ざ],だいざ,78,20688,0,pedestal
仕組む,仕[し]組[く]む,しくむ,78,6001,2,"to devise,to arrange,to plan,to plot"
偽装,偽[ぎ]装[そう],ぎそう,78,7352,0,"camouflage,disguise,pretense,feigning,masquerade"
続き,続[つづ]き,つづき,78,1671,0,"continuation,rest (of the story, work, etc.),next installment,sequel,flow (e.g. of a piece of writing),pacing (of a story),succession (of),sequence,series,spell,stretch,streak,run"
それまで,それまで,それまで,78,1907,3,"until then,till then,up to that time,to that extent,the end of it,all there is to it"
句,句[く],く,78,24932,1,"section (i.e. of text),sentence,passage,paragraph,phrase,verse (of 5 or 7 mora in Japanese poetry; of 4, 5, or 7 characters in Chinese poetry),haiku,first 17 morae of a renga, etc.,maxim,saying,idiom,expression,clause (e.g. in a database query language)"
身長,身[しん]長[ちょう],しんちょう,77,3741,0,"height (of a person),stature"
ばらす,ばらす,ばらす,77,4017,2,"to expose (a secret),to disclose,to reveal,to lay bare,to let out,to give away,to take apart,to take to pieces,to disassemble,to kill,to do away with,to get rid of,to sell (stolen goods),to fence,to let (a fish) get away,to lose (a fish) from the hook"
密室殺人,密[みっ]室[しつ]殺[さつ]人[じん],みっしつさつじん,77,44877,5,locked-room murder (e.g. in murder mystery fiction)
今さら,今[いま]さら,いまさら,77,2756,"0,1","now (when it is already much too late),at this stage,afresh,anew,again"
思い込む,思[おも]い込[こ]む,おもいこむ,77,3205,"4,0,2","to be convinced (that),to be under the impression (that),to feel sure (that),to assume (that),to make up one's mind,to set one's heart on,to be determined (to do),to be bent on,to be obsessed (with a thought, idea, etc.),to think about obsessively"
まんまと,まんまと,まんまと,77,5566,"1,3","successfully,fairly,artfully,nicely,completely,thoroughly"
としては,としては,としては,77,1341,,"as (for),for,in the capacity of"
真っ暗,真[ま]っ暗[くら],まっくら,77,4402,3,"pitch-dark,pitch-black,completely dark,very bleak (future),utterly hopeless"
向かい,向[む]かい,むかい,77,7367,0,"facing,opposite,across the street,other side"
よこす,よこす,よこす,77,2586,2,"to send,to forward,to hand over (e.g. money)"
紅葉,紅[こう]葉[よう],こうよう,77,13580,0,"leaves turning red (in autumn),red leaves,autumn colours,fall colors"
みたいです,みたいです,みたいです,77,1797,,"it seems that,as if"
ベルト,ベルト,ベルト,76,7816,0,"(machine) belt,belt (worn around the waist),belt,zone,area"
肝心,肝[かん]心[じん],かんじん,76,2536,0,"essential,important,crucial,vital,main"
真下,真[ま]下[した],ました,76,9655,3,"right under,directly below,right beneath"
申し訳ない,申[もう]し訳[わけ]ない,もうしわけない,76,1580,6,"I'm sorry,(it's) inexcusable,I feel regretful,I feel guilty,thank you very much (for help, etc.)"
沙織,沙織,,76,32515,,Saori
青酸,青[せい]酸[さん],せいさん,76,44734,0,"hydrocyanic acid,prussic acid,hydrogen cyanide"
掛け軸,掛[か]け軸[じく],かけじく,76,34526,2,hanging scroll
万田,万田,,76,103331,"0,1","Yorozuda,Manta,Manda"
身元,身[み]元[もと],みもと,76,6577,"0,3","(one's) identity,background,upbringing,birth (and parentage),(one's) character"
秀臣,秀臣,,76,113411,,"Hideomi,Hidetomi,Hidekazu"
クール,クール,クール,76,4595,1,"cool (temperature, color, etc.),cool (i.e. fashionable or stylish),cool (i.e. calm and collected),cool-headed,cold-hearted"
みせる,みせる,みせる,76,985,2,"to show,to display,to make (something or someone) look ...,to present an appearance of ...,to make (something) worth watching,to be entertaining,to have (something) looked at (by a specialist),to have (an antique, etc.) appraised,to have (an injury, person, etc.) looked at (by a doctor),to take (someone) to a doctor,to make a show of (doing),to do in a conspicuous manner,to do in view of others,to resolve to do,to do at any cost,to show others that one will ..."
大きさ,大[おお]きさ,おおきさ,76,2370,0,"size,dimensions,volume"
チョコレート,チョコレート,チョコレート,75,7222,3,chocolate
誘拐犯,誘[ゆう]拐[かい]犯[はん],ゆうかいはん,75,16424,3,"kidnapper,kidnaper,abductor"
しっ,しっ,しっ,75,1670,1,"shh!,sh!,shush!,shoo!,go away!"
病室,病[びょう]室[しつ],びょうしつ,75,6411,0,"sickroom,hospital room,ward"
いえいえ,いえいえ,いえいえ,75,1714,"0,1","no!,no no!,no, not at all"
防犯,防[ぼう]犯[はん],ぼうはん,75,13179,0,"prevention of crime,security (device, camera, etc.)"
帰す,帰[かえ]す,かえす,75,2795,1,"to send (someone) back,to send (someone) home"
えらい,えらい,えらい,75,2060,2,"awful,terrible,serious,tremendous,great,mighty,severe,tiring,tough,hard,very,extremely,distinguished,important,high-ranking,powerful,eminent,famous,great,excellent,admirable,commendable,laudable,honorable,wonderful,outstanding,extraordinary"
後頭部,後[こう]頭[とう]部[ぶ],こうとうぶ,75,8404,3,back of head
錯覚,錯[さっ]覚[かく],さっかく,75,5892,0,"optical illusion,hallucination,misapprehension,delusion"
ねぇ,ねぇ,ねぇ,75,1122,1,"right?,isn't it?,doesn't it?,don't you?,don't you think?,hey,say,listen,look,come on,you know,you see,I must say,I should think,will you?,please,so, ...,well, ...,you see, ...,you understand?,I'm not sure if ...,I have my doubts about whether ..."
何なら,何[なん]なら,なんなら,75,9127,3,"if so,if that's the case,then,what's more,furthermore,if ... doesn't suit you,if you don't like ...,if ... doesn't take your fancy,if you like,if you prefer,if it suits you,if it's fine with you,if you don't mind,if necessary"
