"Reading","ReadingFurigana","ReadingKana","Occurences","ReadingFrequency","PitchPositions","Definitions"
"同じ","同[おな]じ","おなじ","1439","153","0","anyway,in any case,if one must ...,if one has to ...,as long as ...,same,identical,equal,alike,equivalent"
"よく","よく","よく","1416","138","1","nicely,properly,well,skillfully,skilfully,frequently,often,I'm glad that you ...,thank you for ...,(you have) quite the nerve to,I don't know how you can ..."
"また","また","また","1413","101","0,2","again,once more,once again,another time,some other time,also,too,as well,likewise,on the other hand,while,and,in addition,besides,moreover,furthermore,or,otherwise,really,how,(what, why) on earth,indirect"
"だろ","だろ","だろ","1408","188","","seems,I think,I guess,I wonder,I hope,right?,don't you agree?,I thought you'd say that!"
"そうか","そうか","そうか","1406","217","","is that so?,I see,right,oh,OK"
"証拠","証[しょう]拠[こ]","しょうこ","1398","1040","0","evidence,proof"
"だが","だが","だが","1388","265","1","but,however,(and) yet,nevertheless,still,for all that"
"わよ","わよ","わよ","1381","409","","emphatic sentence-ending particle"
"つまり","つまり","つまり","1380","438","3,1","that is to say,that is,in other words,I mean,that (this, it) means,in short,in brief,to sum up,ultimately,in the end,in the long run,when all is said and done,what it all comes down to,when you get right down to it,basically,clogging,obstruction,stuffing,(degree of) blockage,shrinkage,end,conclusion,dead end,corner,distress,being at the end of one's rope"
"つく","つく","つく","1378","232","1,2","to bear (fruit, interest, etc.),to be attached,to be connected with,to adhere,to stick,to cling,to remain imprinted,to scar,to stain,to dye,to be acquired (of a habit, ability, etc.),to increase (of strength, etc.),to take root,to accompany,to attend,to follow,to study with,to side with,to belong to,to possess,to haunt,to be lit,to catch fire,to ignite,to be turned on (of a light, appliance, etc.),to be settled,to be resolved,to be decided,to be given (of a name, price, etc.),to be sensed,to be perceived,to be lucky,to become (a state, condition, etc.)"
"高木","高[こう]木[ぼく]","こうぼく","1376","20089","0","tall tree"
"音","音[おと]","おと","1358","413","2","sound,noise,(musical) note,fame"
"そうです","そうです","そうです","1347","257","","that is so,that is right,it looks to me,that's my impression,people say that,it is said that,I hear that"
"目","目[め]","め","1334","124","1","eye,eyeball,eyesight,sight,vision,look,stare,gaze,glance,notice,attention,observation,eyes (of the world, public, etc.),an experience,viewpoint,discrimination,discernment,judgement,eye (e.g. for quality),(an) appearance,chance (of success),possibility (of a good result),spacing (between crossed strands of a net, mesh, etc.),opening,stitch,texture,weave,grain (of wood, paper),eye (of a storm, needle, etc.),intersection (on a go board),square (on a chessboard),dot (on a dice),pip,rolled number,graduation,division (of a scale),tooth (of a saw, comb, etc.),ordinal number suffix,somewhat,-ish,point (e.g. of change)"
"なんか","なんか","なんか","1331","121","","something like ...,things like ...,someone like ...,the likes of ..."
"トイレ","トイレ","トイレ","1322","1506","1","toilet,restroom,bathroom,lavatory,going to the toilet,relieving oneself"
"い","い","い","1321","158","1,0","strengthens a question, assertion, etc."
"推理","推[すい]理[り]","すいり","1320","6050","1","mystery genre,detective genre,reasoning,inference,deduction"
"さあ","さあ","さあ","1313","264","1","come (on),come now,come along,here,all right,right,okay,now,here goes,well,hmm,uh,let's see,I'm not sure,here,now,there (we go),ah,oh,about that, ...,actually, ..."
"戻る","戻[もど]る","もどる","1299","190","2","to turn back (e.g. half-way),to return,to go back,to recover (e.g. something lost),to be returned,to rebound,to spring back"
"見える","見[み]える","みえる","1293","194","2","to be seen,to be visible,to be in sight,to look,to seem,to appear,to come"
"つける","つける","つける","1286","233","0","to soak (in),to steep,to dip,to dunk,to pickle,to preserve (in salt, vinegar, etc.)"
"名","名[な]","な","1280","518","0","name,given name,title,fame,renown,reputation,pretext,pretense,justification,appearance"
"はず","はず","はず","1278","279","0","should (be),bound (to be),expected (to be),must (be),nock (of a bow),nock (of an arrow),nock-shaped grip (between thumb and forefinger),wooden frame on the tip of the mast of a Japanese ship that prevents the hawser from falling out"
"分","分[ぶん]","ぶん","1265","325","1","part,portion,share,amount,worth (as in ""two days' worth""),enough (for),one's means,one's place,one's lot,one's social position,one's duty,one's part,condition,state (of affairs),extent,rate (as in ""at this rate""),in proportion to,just as much as,to the same degree,content (e.g. alcohol),percentage,equivalent to (e.g. an old brother)"
"悪い","悪[わる]い","わるい","1263","152","2","bad,poor,undesirable,poor (quality),inferior,insufficient,evil,sinful,ugly,not beautiful,at fault,to blame,in the wrong,bad (at doing something),unprofitable,unbeneficial,sorry,(my) bad,unforgivable"
"取る","取[と]る","とる","1243","247","1","to take,to pick up,to grab,to catch,to hold,to pass,to hand,to give,to get,to obtain,to acquire,to win,to receive,to earn,to take (e.g. a vacation),to adopt (a method, proposal, etc.),to take (a measure, attitude, etc.),to choose,to remove,to get rid of,to take off,to take away,to steal,to rob,to eat,to have (e.g. lunch),to take (e.g. vitamins),to pick (e.g. flowers),to gather,to extract (e.g. juice),to catch (e.g. fish),to harvest (a crop),to take up (time, space),to occupy,to spare,to set aside,to secure,to reserve,to save,to put aside,to keep,to take (e.g. a joke),to interpret,to understand,to make out,to grasp,to record,to take down,to subscribe to (e.g. a newspaper),to take,to buy,to get,to order,to have delivered,to charge,to fine,to take (tax),to take (e.g. a wife),to take on (e.g. an apprentice),to adopt,to accept,to take control of,to take (the rudder),to compete (in sumo, cards, etc.),to play"
"鍵","鍵[かぎ]","かぎ","1242","1244","2","key,lock,key (to a problem, success, etc.),clue"
"ようい","ようい","ようい","1241","223","0","easy,simple,plain"
"俺たち","俺[おれ]たち","おれたち","1236","530","2","we,us"
"もの","もの","もの","1235","75","0,2","thing,object,article,stuff,substance,one's things,possessions,property,belongings,things,something,anything,everything,nothing,quality,reason,the way of things,used to emphasize emotion, judgment, etc.,used to indicate a common occurrence in the past (after a verb in past tense),used to indicate a general tendency,used to indicate something that should happen,item classified as ...,item related to ...,work in the genre of ...,cause of ...,cause for ...,somehow,somewhat,for some reason,really,truly"
"にも","にも","にも","1230","141","","(it's not possible) no matter what,although one might wish otherwise,also,too,not ... either,as well,even"
"かける","かける","かける","1228","220","2","to apply (insurance),to pun (on a word),to use (a word) as a pivot word,to play on words,to be partway doing ...,to begin (but not complete) ...,to be about to ...,to address (someone),to direct (something, to someone),to do (something, to someone),to hang up (e.g. a coat, a picture on the wall),to let hang,to suspend (from),to hoist (e.g. sail),to raise (e.g. flag),to put on (e.g. a blanket),to put on top of,to cover,to lay,to spread,to put on (glasses, etc.),to wear (a necklace, etc.),to make (a call),to spend (time, money),to expend,to use,to pour (liquid) onto,to sprinkle (powder or spices) onto,to splash,to throw (e.g. water) onto,to turn on (an engine, radio, etc.),to set (a dial, alarm clock, etc.),to put on (a DVD, song, etc.),to use (a device, implement, etc.),to cause (someone inconvenience, trouble, etc.),to burden (someone),to impose,to multiply (arithmetic operation),to secure (e.g. lock),to take a seat,to sit,to rest (something on something else),to support (something on something else),to bind,to wager,to bet,to risk,to stake,to gamble,to put an effect (spell, anaesthetic, etc.) on,to hold (a play, festival, etc.),to hold an emotion for (pity, hope, etc.),to argue (in court),to deliberate (in a meeting),to present (e.g. idea to a conference, etc.),to increase further,to catch (in a trap, etc.),to set atop,to erect (a makeshift building)"
"一体","一[いっ]体[たい]","いったい","1228","629","0","(what) the heck,(why) in the world,(who) on earth,one object,one body,unity,one form,one style,one Buddhist image (or carving, etc.),generally,in general"
"しか","しか","しか","1226","169","0,2","nothing but,except,no more than"
"一緒に","一[いっ]緒[しょ]に","いっしょに","1223","146","","together (with),at the same time,in one lump,in the same category"
"君","君[きみ]","きみ","1215","242","0","you,buddy,pal,monarch,ruler,sovereign,(one's) master,he,she"
"書く","書[か]く","かく","1206","380","1","to write,to compose,to pen,to draw,to paint"
"社長","社[しゃ]長[ちょう]","しゃちょう","1188","1873","0","company president,manager,director"
"おっ","おっ","おっ","1179","489","1,0","oh,oops"
"手","手[て]","て","1172","116","1","hand,arm,forepaw,foreleg,handle,hand,worker,help,trouble,care,effort,means,way,trick,move,technique,workmanship,hand,handwriting,kind,type,sort,one's hands,one's possession,ability to cope,hand (of cards),direction,move (in go, shogi, etc.)"
"ほう","ほう","ほう","1166","521","1","direction,way,side,area (in a particular direction),side (of an argument, etc.),one's part,type,category,field (of study, etc.),indicates one side of a comparison,way,method,manner,means,length (of each side of a square)"
"ため","ため","ため","1163","174","2","good,advantage,benefit,welfare,sake,purpose,objective,aim,consequence,result,effect,affecting,regarding,concerning"
"ところ","ところ","ところ","1161","157","0,3","place,spot,scene,site,address,district,area,locality,one's house,point,aspect,side,facet,passage (in text),part,space,room,thing,matter,whereupon,as a result,about to,on the verge of,was just doing,was in the process of doing,have just done,just finished doing,approximately,around,about"
"名前","名[な]前[まえ]","なまえ","1152","274","0","name,given name,first name"
"ダメ","ダメ","ダメ","1148","421","2","cannot,must not,not allowed,no good,not serving its purpose,useless,broken,hopeless,wasted,in vain,purposeless,neutral point,intersection owned by neither player at the end of a game,no!,stop!"
